"","de028ad4-7ae6-11e9-a106-68b59976a384","PNP_Main_283","PNP_Validation_55","G80275","PNP_Main_363","SAMEA7045572","SAMEA7045355","HD-13","EGAR00001420773_9002000001423910","SID5428-4","G88848","G88743","PNP_Main_161","SAMEA7045443","SAMEA7045434","PNP_Validation_96","G80532","EGAR00001420742_9002000001415730","SAMEA7045220","G88982","EGAR00001420843_9002000001441150","a48719f0-7ae6-11e9-a106-68b59976a384","EGAR00001420336_9002000001272430","SID103_4M","EGAR00001420568_9002000001370790","EGAR00001420295_9002000001258923","G88782","G80373","EGAR00001420244_9002000001236274","PNP_Main_398","ESS-0243","HSM5MD8H_P","EGAR00001420873_9002000001447911","G89260","SID39_12M","aaf6076a-7ae6-11e9-a106-68b59976a384","EGAR00001420459_9002000001336350","HD-30","SID570_4M","ESS-0208","G80371","dc239b54-7ae6-11e9-a106-68b59976a384","MH0456","DHAK_HN","EGAR00001420696_9002000001402983","Travel054","EGAR00001421017_9002000001486419","PNP_Main_508","DHAK_HB","MH0430","SAMEA7045516","G88997","G88966","SID5427-1","SAMEA7045144","SID8c0a6d5a-7ae6-11e9-a106-68b59976a384","EGAR00001420242_9002000001235670","G80616","PNP_Main_440","SID64cff2e6-7ae6-11e9-a106-68b59976a384","SAMEA7045776","DHAK_HDA","SAMEA7045686","EGAR00001420221_9002000001228512","SAMEA104142088","SID504_12M","SAMEA7045298","YEZ_N-23","EGAR00001420666_9002000001395260","G80565","G88929","SID6eb0cd1c-7ae6-11e9-a106-68b59976a384","SID9a17daae-7ae6-11e9-a106-68b59976a384","cd74a670-7ae6-11e9-a106-68b59976a384","ac725ce2-7ae6-11e9-a106-68b59976a384","d7fa5842-7ae6-11e9-a106-68b59976a384","MH0458","EGAR00001420766_9002000001422322","EGAR00001420538_9002000001360382LL","Travel115","MSM79H81","MH0139","SID8bc1311c-7ae6-11e9-a106-68b59976a384","SAMEA7045662","PNP_Main_65","EGAR00001421055_9002000001503823","MH0164","SAMEA7041184","G80265","G88988","SAMEA7045071","SAMEA7045948","MSM9VZFR","EGAR00001420999_9002000001480470","G89017","SID7197b6ee-7ae6-11e9-a106-68b59976a384","PNP_Main_358","G78895","a4b551a8-7ae6-11e9-a106-68b59976a384","Travel023","V31_01_2FE","A85_01_1FE","A27_02_1FE","JAS_1","A59_01_1FE","A19_01_1FE","A04_01_1FE","A75_02_1FE","TZ_29321","A28_02_1FE","LDK_5","A11_01_1FE","A07_01_1FE","A81_03_1FE","JAS_5","TZ_91827","LDK_9","A72_02_1FE","A91_02_1FE","A70_03_1FE","TZ_60579","A36_01_1FE","TZ_37609","A20_01_1FE","A01_02_1FE","TZ_65642","TZ_83627","KHG_4","A46_01_1FE","TZ_10742","LDK_1-2","V50_01_1FE","A79_02_1FE","TZ_47979","V53_02_1FE","A47_01_1FE","A43_02_1FE","JAS_8","V06_02_1FE","JAS_4","LDK_8","A54_02_1FE","A82_02_1FE","TZ_83788","A25_01_1FE","A09_02_1FE","LDK_2","V36_02_2FE","LDK_3","A06_01_1FE","TZ_93321","TZ_73414","A39_04_1FE","KHG_11","V07_02_2FE","KHG_6","A62_01_1FE","TZ_41014","V48_03_2FE","A73_02_1FE","A73_01_1FE","JAS_7","A68_01_1FE","TZ_24827","A92_01_1FE","A15_02_1FE","JAS_2","A55_01_1FE","V54_01_1FE","A23_01_1FE","A44_01_1FE","A03_01_1FE","V19_01_2FE","TZ_61717","A88_02_1FE","A47_02_1FE","TZ_21618","A90_04_1FE","TZ_67706","A58_03_1FE","TZ_83985","A08_01_1FE","A53_01_1FE","TZ_42041","A94_02_1FE","A04_04_1FE","TZ_38244","A41_01_1FE","A10_01_1FE","A89_02_1FE","A46_02_1FE","TZ_87532","A94_01_1FE","KHG_7","LDK_4","KHG_9","A48_01_1FE","KHG_1","TZ_81781","A09_01_1FE"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans",0,4.00047,0.40127,0.39202,3.34048,8.86854,2.64804,0.30414,2.30693,2.25517,0.63792,3.59862,1.66604,3.36852,0.41042,0.11676,0,5.81889,4.34249,2.4026,4.75055,0,0,0,5.56206,2.41678,4.93155,0.31615,15.36795,0,1.14762,1.0925,0.78183,3.82871,0.02541,0,5.31579,0.09013,0,0.35208,0.97521,0,1.20695,0,11.35869,3.22182,14.16629,0.22309,0,0.28988,4.98835,3.09809,2.63567,1.81726,6.00467,4.38707,3.60475,0,2.6427,0,3.55862,0,3.97319,6.68443,2.09731,1.36277,8.02255,0.01945,7.65786,1.14732,0.61712,0,0,0,0,0,0.38254,2.94177,2.05209,0.50606,0.26943,0.29839,0,3.69615,3.06278,1.43312,0.15774,0.17297,0.2541,2.85345,9.76789,2.92531,0.19621,4.13193,6.47636,0,2.14419,0.15994,0,1.52829,0.0299,0.05413,0.46887,0.64163,0.03234,0.01715,0.1129,0.15139,0,0.24198,0.04193,0,1.08094,0.20893,1.0414,0.70585,0.94744,0.00596,0.58801,0.69263,2.89268,0.04709,0.64083,0.05359,0,0.13283,0.37715,0.36072,0,0.62958,0.11513,0.1676,0.07568,1.97656,0.00744,0,0,2.51,0,0.81969,0.29022,0.00592,0,0.61153,0,0.00218,0.07106,0.02305,0.02595,0,0.96933,3.16893,0.00593,1.18103,0,1.87257,0.04157,1.80048,0.00129,0.01522,1.87951,0.79694,0,1.29081,0.11571,0.02311,0.82437,0.15718,1.2359,0,0,1.26995,0.05452,0.37581,0.02019,0.04346,1.78301,0.00254,1.63344,0,0.81554,0.04774,0.00429,0.09633,0.08885,0.16808,0.11156,0,0,0.20198,0.19072,4.27339,0.04761,0.28784,0.19005,1.10897,0.57808,1.2576,0.89678,0.05677
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis",0,0.05353,0.09807,26.33236,3.33426,4.73187,2.86903,10.25678,6e-04,0.69507,1.54525,0.75216,2.22929,0.02149,0,1.83627,0,0.68227,5.43273,1.75184,0.41937,0,1.60592,0.00636,0.95492,3.33637,4.47059,0,1.32832,0.0399,19.99195,0,0.30675,0,0,0,0.06585,0.00607,0,12.67616,0,0,0.00559,0,0.31551,4.76851,0.06458,5.5125,0.40485,0.07813,2.76797,2.93957,1.98095,0,0,0,0.62627,0,2.69723,0,7.3115,0,0.03279,1.57662,0,0.00225,3.27673,24.58266,3.1478,0,4.08712,0,0,0,0,0,6.25728,0.63119,0.59191,0.53448,8.48555,3.29847,0,3.60997,1.08217,1.45613,1.45787,1.99637,0,0.32025,2.20194,6.74585,4.23323,2.47968,1.3351,0,1.78794,0,0,1.65254,0.00232,0,0,0.01004,0,0,0,0.00824,0,0,17.44666,0,0.01157,0.00893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759,0,0,0,0,0,0.00383,0.88977,0,0,0,0,0,0,0,0,0.01827,0,0.00455,0,0,0,0,0,0,0,0,0,0,0,0,0.01187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08481,0.00226,0,0.04733,0.05371,0,0,0,0,0,0,0,0.01931,0,0,0,0.98041,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",0,2.12471,0.13755,0.13506,0.00364,2.0728,0.62739,0,6.77713,0.1973,3.77273,3.34973,2.29965,2.51682,0.70931,0.1021,0.57274,5.10974,1.281,5.10838,5.33617,4.69233,0.02143,0,0.00908,9.37241,2.93394,0,10.26405,0.00357,0.2874,0,5.06508,11.46035,1.91872,0,6.99353,0.06634,0,0.49857,0,0,0.00039,0.02001,15.52697,0.78593,17.75076,0.18874,0.23836,2.50072,3.57484,2.11027,10.88854,0.00358,0.95579,0,6.09475,0,2.24887,0,2.4761,0.49748,3.82068,4.33412,2.29729,1.5297,1.16544,0,5.46049,0.00292,3.45731,0,0,0,0,0,0,4.7541,1.66693,3.03311,0.08618,0.31098,0,0.54664,1.17597,3.43559,0.263,0.45524,0.00732,0.01654,1.3134,2.10686,0.07318,5.87816,5.89346,0,1.33457,0,3.19861,2.13029,1.71735,3.09332,2.71649,2.199,17.46159,4.34287,3.33548,8.02596,2.84354,11.31715,0.81773,32.91375,8.44275,0.72806,8.35343,8.11561,1.75039,2.15611,0.21294,2.4749,5.63306,4.36789,4.58793,0.43704,7.45014,3.30209,8.41173,3.0379,0.52525,6.90404,0.41588,15.53561,12.52875,5.41034,14.9027,6.19871,0.10468,2.24803,4.43623,4.70622,2.23258,3.48544,11.89393,3.41726,0.39056,7.40702,1.126,0.15184,0.41677,0.24568,7.31105,5.96459,3.61283,2.26956,0.28946,9.22292,0.96025,12.32201,16.65188,2.94744,3.20596,1.95386,4.37311,8.10446,25.30135,0.10664,2.18113,0,4.42342,13.37361,23.98201,10.56405,2.97401,6.94531,4.22388,0.64105,12.20604,2.85587,6.76615,51.51913,4.32606,6.21762,0.93537,6.32294,4.15896,2.13473,3.85912,0.68543,0.70271,0.33843,2.72272,18.70635,0.50425,3.01615,1.40182,3.88531,4.61376,0.94516,1.04742,6.8013
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",0,1.39205,0.04745,0.10729,2.21657,1.08992,0.73607,0,1.10129,0.26391,0.88643,1.29387,0.63167,1.04207,0.91963,0.07965,0,2.98517,0.69294,1.50539,3.00146,0,2.15512,0,0,2.20003,3.78796,0.19552,3.36994,0,0.00113,0,0.16421,2.23948,0,0,2.53527,0.03754,0,0.00219,0,0,0.22982,0,1.92233,1.15702,3.3131,0.27116,1.41639,0.12503,1.65011,1.5485,1.31853,0.35412,0.48003,0,3.05019,0,3.53949,0,0.35471,0,1.54453,4.99722,0,0,1.05293,0.00653,5.62922,0,0.78581,0,0,0,0,0,0.43334,1.03008,3.20481,0.88706,0.03049,0.30686,0,1.19292,6.53288,1.01268,0.16695,0.06056,0.21722,0,0.77636,0.32655,0.09559,2.912,1.14744,0,0.47447,0,0,1.9222,0.03903,0.04164,0.52403,0.61256,0.68616,0.04266,0.32795,0.14406,0.49153,0.05358,0.09016,0.4666,1.02046,0.03679,0.76893,0.24831,0.13988,0.05775,0.12572,0.02951,0.34007,0.01612,0.75491,0.10645,0.00349,3.19966,0.26053,0.18691,0.04897,1.1845,0.43608,0.08212,0.00728,0.43456,0.04303,0.00334,0.00283,0.10699,0.72589,0.61436,0.16423,0.00412,0,0.13263,0.10847,0,0.11529,0.12254,0.01748,0,0.93031,1.27052,0.00711,0.16395,0.09511,0.24618,0.04539,3.16631,0.59053,0.01868,0.19416,0.40496,0,0.38852,0.03828,0.26611,0.85764,0.10298,0.39891,0.13,2.00935,0.16205,0.60117,0.51755,0,0.01669,1.51643,0.05201,3.12821,0,0.94042,0.48329,0.03776,1.06057,0.18915,0.19994,0.99856,0.00574,0.00457,0.04795,0.26886,1.6853,0.04714,0.35143,0.13719,0.21525,0,0,0.25568,0.03907
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis",0,0.00331,0,2.78468,0.0193,2.64423,0,0.22614,0,0.50124,0.03347,0,0.00459,0.05355,0,0.54865,0,0,0.49111,0,0,0,0,0,0.13057,0,0,0,0.01612,0.27701,0.04332,0.38067,0.01965,0,0,0,0,0.38754,0,0.10956,0,0,0,0,0,0,0,0.13015,0,0.00181,0.10732,0,0,0.47919,0,0,0,0,0,0,0.00045,0,0.00282,0,0,0,0.01166,0.0746,0,0,0.80468,0,0,0,0,0,0.41643,0,0,0,0,0.08801,0,0.62197,0.0603,0,0.00795,0,0.17107,0,0.16715,0,0.03688,0,0,0,0,0,0,0,0,0,0.04676,0,0,0.02772,0,0.00545,0,0.09718,0.21313,0,0,0,0,0,0.06229,0,0,0,0,0.03004,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0.88731,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01455,0,0,0.0366,0,0,0.00135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0.00083,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",0,10.08458,0.46241,0.78613,7.74963,0.97199,0.25027,0.58255,1.39621,0.50925,0.77154,1.57245,3.89774,1.211,0.15343,0.04361,0,1.27008,0.49733,0.7144,1.28593,0,0.11442,0,2.03412,0.30257,6.40589,0.80806,7.90029,12.58292,1.61541,2.44095,0.84553,0.61272,6.00465,0,3.70598,0.0532,0,0.29058,1.51521,6.27866,0.24824,0,1.21423,0.64907,1.44912,0.11375,0,0.03896,1.23338,2.26114,0.53988,1.70464,1.7202,2.94682,1.7982,0,0.08639,0,3.52194,0,0.36677,3.47361,4.10682,1.05329,1.34522,0.11533,0.51023,0.12458,5.03526,0,0,2.37336,0,0,0.28269,0.97174,19.62581,0.10713,0.02646,0.4754,0,0.93528,3.29686,2.10841,0.01637,2.57514,1.22368,4.17045,0.89412,1.23298,0.09177,1.77815,3.08521,0,1.21928,0.07219,0,0.4439,0.01479,0.00548,1.49425,0.11341,0,0,0.05034,0.09924,0.04718,0.09059,0.04579,0,0.01763,0,1.25197,2.03975,0.26438,0.00099,1.30689,0,1.56286,0.18345,1.58882,0.09843,0.00478,4.73155,1.71576,0.15547,0,6.48273,0.27605,0,0,1.53743,0.0239,0.05328,0,1.10745,0.25079,0.56857,0.11649,0.0868,0,3.43165,0.58081,0,0.01468,0,0.06727,0,3.58972,12.0728,0.0378,0.78679,0,0.29609,0.00643,7.59785,0.14496,0.0608,0.34358,0.04726,0,1.84211,0,0.03668,0.43903,0.0959,0.03858,0,0.10457,1.19811,0.33214,11.20207,0,0,19.44858,0.01087,19.28374,0,1.9225,0.14476,0.00759,19.50831,0.00188,0.09557,4.67298,0.07254,0.05407,0.02227,0.01178,8.73615,0.00249,0,0.41614,0.06092,0,0.38564,0.14752,0.03242
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii",0,1.21834,0.26403,0.23028,5.09083,1.22064,0.5688,0.21057,2.42434,0.83624,1.54223,3.06189,0.57668,0.50045,0.36845,0.06603,0,2.84658,0.7402,1.29384,2.00988,0,18.30807,0,0.99071,0.97562,2.87207,0,2.03024,2.64181,1.13974,0.17479,0.59803,3.0098,2.37542,0,3.9028,0.00572,0,0.10246,0,0,0.14459,0,3.5793,1.71848,2.50968,0.09859,0.06301,0.11447,0.33745,1.59936,2.77226,0.05186,1.13315,0,2.05294,0,1.18124,0,3.99101,0,1.18027,3.77189,0.09046,0,0.43991,0,1.38453,0,1.3691,0,0,0,0,0,0.30458,2.21326,3.05714,0.22626,0,0.22609,0,1.29168,2.31533,1.3003,0.09325,0.28378,0,0.44045,0.88149,0.40852,0.00433,2.35919,0.22522,0,2.08158,0,0,2.07534,0.36127,0.06635,1.13724,1.30753,0.0161,0,0.33524,0.60647,0.32855,0.22913,0.08514,0.01483,1.48417,0.13429,1.06934,0.57599,0.29107,0.05135,0.25026,0,2.08901,0.10969,1.2154,0.20991,0,1.67564,0.93695,0.54929,0.01947,2.58286,0.75015,0.04817,0.1075,1.49696,0.56202,0.27967,0,0.69812,5.92539,0.84444,0.77494,0.03685,0.96207,0.18828,0.04931,0.02245,0.09338,0.24747,0.03856,0,1.42955,3.78839,0.01182,0.78578,0,0.15796,0.12819,2.30782,1.02693,0.06011,1.60144,0.57219,0,1.0332,0.11817,0.02243,0.52324,0.03982,0.53541,0.00641,0.23091,0,0.58155,4.80254,0.00246,0.04047,3.02966,0.12207,5.67905,0.06017,1.11691,0.75183,0.07202,1.74267,0.53382,0.27597,0.16264,0.54122,0.08397,0.20539,0.25283,6.22903,0.03649,0.00942,0.77062,0.4337,0.41051,0.31447,0.34623,0.09771
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii",0,0.04994,0,1.48467,0.11549,0,0.17122,0,0,0.57737,0,0.01632,0,0.37472,4.54134,0.07302,0,0.09804,0.05084,0.02262,0.02334,0,0.01756,0.01287,0.38268,0.05652,0.01087,0,0.31777,0.09301,0.02527,0.44463,0.04777,0.20316,0,0,0.00105,0.12453,0,0.02384,0,0,0,0,0.05737,0.76408,0.12745,0.33813,0,0.08553,1.29002,1.09185,0.03978,0,0.13585,0,0.16804,0,0.10616,0,0.30911,0,0.38665,0.21707,0,0,0.02461,1.22573,0.00788,0,2.78628,0,0,0,0,0,0.01404,0.00847,0.27549,0,0,0.14627,0,0.55958,0.16445,0.36802,0.0095,1.077,1.95492,0.09409,0.19822,0,0.00496,0.1298,0.17822,0,0.09285,0,0,0.35193,0,0,0,0,0,0,0,0,0,0,1.21867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376,0.00995,0.01795,0,0.02197,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena",0,6.20545,0.43315,0.00983,2.40807,1.45412,0.69475,0.03548,2.24403,2.31997,0.90244,2.79075,1.71631,1.85743,0.64899,0.18339,0,2.35416,0.87124,1.98995,5.50591,0,5.10251,0,1.70888,2.64155,3.44262,0.16134,6.0332,0,0.41321,1.80474,0.57208,0.28781,0,3.88721,2.46526,0.02098,0,0.06011,0,0,0.60315,0.23187,4.82462,9.36487,3.67522,0.29974,0.14289,1.247,1.4006,1.80152,1.33865,0.60447,0.52977,1.52378,2.77138,0,8.13529,0,0.28127,0,0,2.3886,0.32893,1.48426,1.05599,0,11.47912,0,2.07997,0,0,0,0,0,0.25376,2.6453,6.66335,1.12827,0.04629,0.19465,0,0.38633,6.05393,1.88662,0.07709,0.08532,0.52536,5.22868,0.63364,0.32796,0,2.88045,2.42273,0,2.03823,0.05823,0,3.85251,0.2782,0.38754,1.95023,1.17034,0.1353,0.11072,1.6053,0.9593,0.46267,0.35143,0.18234,1.22128,0.89808,0.96973,1.82711,1.25632,0.31872,2.39671,0.53874,0.02778,0.38673,0.23286,0.73542,0.48248,0.0465,0.49873,0.45232,0.77273,0.03165,1.23884,0.71547,0.49195,0.11329,0.69129,0.03814,0.42194,0.16244,1.79728,1.23074,1.31077,0.85301,0.61722,0.09379,0.48512,0.87858,0.03305,0.23949,0.52999,0.28326,0,1.49881,1.93686,0.02941,0.78121,0.72789,0.6625,0.65186,3.43391,1.17573,0.18248,1.1246,1.2046,0.02583,1.94971,0.00587,0.3738,3.84197,0.19299,2.26197,0.39398,0.15837,4.49748,2.80015,0.1912,0.05235,0.03534,4.87482,0.35756,0.71502,0.26078,0.76061,0.80792,0.76873,1.23582,5.25067,4.85991,0.62995,0.44378,0.2528,0.91384,1.25158,2.41575,0.64793,0.43606,0.64933,1.29713,0.62221,0.26882,0.63767,0.5688
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0,2.31627,0.06496,0.44703,0.60264,0.72552,0,0,6.62478,0,0.09656,1.12689,0.83485,0.87341,0.01012,0.021,0.59943,3.33549,0.03222,1.10483,1.83269,20.41205,0,0,4.24567,1.50763,1.75436,1.05152,1.74703,0,0.31663,0.03912,5.0389,9.20093,3.56232,9.34324,0,0.01536,10.47575,0.05998,4.04703,11.23952,0.67936,0,1.68277,0.17402,6.23408,0.31714,0.05494,0.43986,0.32053,2.58088,2.96768,0,1.66491,7.55082,7.20958,10.78749,0.00619,24.50857,2.37239,2.4369,0,2.02137,12.33617,2.03589,0,0.00181,0.54874,5.89646,7.81515,0,0,0,38.50243,0,0,5.47441,10.3933,0.02824,0,0.20179,0,0.78599,3.00937,4.00102,0.04534,2.00628,0.04918,4.05496,0.50455,0,0,3.09336,2.96286,58.41817,1.23122,0.21793,17.49384,0.57266,0,0.74857,0.49131,1.71378,0,0,0.0051,0.05374,0,0.88607,0.66485,0.22975,0,0,1.67041,0,3.77857,0,0.0099,0,0,0,0,0,5.66558,0,0,0.02229,0,0,0.22021,0,0,0,0.00204,0,0,5.61382,0,0.41468,0.06454,0,0.5815,0,0,0.05536,0.38594,0,0.00272,0,0,0,0,2.34746,0,5.02408,0,0,0,0,0,0.12479,0,0,0,0,0.70052,0,0,0,0,1.22384,0,0,0,0,0,1.99272,0,15.41985,0,0,0,0,0,0,0,0.14417,0,0,0,0,0.05211,3.46964,0.09529,1.2082,0,8.99571,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum",0,0,0,0,0,0,0.37719,0,0,0,0,0,0,0,0.33115,0,0,0,0.00542,0.02187,0,0,0.0862,0,0,0,0,0,0,0,0,0,0,0,0.00688,0,0,0,0,0,0,0,0,0,0.22401,0,0,0,0,0,0,0,0,0,0,0.00493,0,0,0,0,0,0,0.02103,0,0.00252,0.12727,0,0,2.24449,0,0,0,0,0,0,0,0,0,0,0,0.00316,0,0,0.00311,0,0,0,0.04497,0,0,0,1.26238,0,0.1031,0,0,0,0,0,0,0.02107,0,0,0.01408,0,0,0.06897,0.01903,0,0.08077,0,0,0,0,0,0.86354,0,0.03436,0,0,0.4101,0.004,0,0.02126,0,0.00807,0,0,0.11556,0,0,0,0.06394,0,0.04224,0,0,0,0,0,0,0,0.0447,0,0,0.14946,0,0.02621,0,0,0,0,0.16206,0,0,0,0,0,0.44126,0,0,0,0.05661,0,0.05149,0,0,0,0.09228,1.55163,0.44361,0,0.05616,0,0.01307,0,0,0.00179,0,0,0,0,0,0,0,0,0,0,0,0.04031,0.0091,0,0.00636,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii",0,5.92925,1.65488,2.99124,7.10533,8.7811,8.56478,5.06146,10.89167,1.05827,4.70219,8.53512,5.18947,11.61247,3.58732,2.32294,0,10.78958,11.20126,5.797,4.91767,0,11.74306,0.0048,3.54865,7.30733,10.70421,0,8.82001,0.0204,1.11044,19.07823,2.47986,3.94151,2.91376,0,4.81279,6.63698,0,2.44329,0,13.61201,1.40375,0.20281,9.14099,3.46397,6.75564,3.58321,6.19403,8.38658,6.90976,6.98311,5.97297,13.49934,8.91167,4.93793,4.12899,0,4.11605,0,5.04385,3.88791,10.12275,3.4103,0.40184,13.61402,13.76962,0.64225,3.88012,0.11313,2.61812,0,0,11.76114,4.72839,0,7.60107,5.39225,5.0117,5.17449,5.69102,5.97837,0,7.63885,8.7053,3.7822,2.26397,0.27127,1.17,1.29335,7.6349,3.24196,3.23598,7.47281,5.33474,0,6.63119,0,0,11.06501,7.64295,5.08455,10.36269,2.94963,4.09378,1.03486,2.36855,15.29138,2.76545,5.82528,3.90673,0.26008,20.5903,8.44917,4.48922,2.5547,2.22815,3.97576,28.51277,1.11981,5.36758,6.94781,4.35917,0.59074,5.74466,3.27822,0.88782,3.37028,1.41988,4.178,1.70126,2.72957,2.62923,6.14891,1.49187,2.3638,5.9798,13.44922,8.84801,4.79723,6.80655,4.49905,2.21229,14.22535,8.83886,0.2254,1.48356,9.84982,1.52703,3.76891,14.87535,7.10684,0.29429,2.91139,22.14208,12.28411,0.52898,9.65268,5.5901,0.46828,23.83631,3.16299,0.15142,10.2622,1.66948,0.02164,9.02221,9.60292,1.76652,1.48598,3.36702,4.1337,6.68221,5.13212,0.16596,0.41024,0.85721,8.69506,4.13367,0.10457,9.43286,9.14866,10.80943,4.66486,6.6635,7.11891,11.01604,5.92718,3.06943,10.84749,10.0938,2.18255,16.73725,3.77051,2.123,7.64184,9.6358,5.94069,6.98392,1.64007
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus",0,0,0,0.17704,0,0,0,0,0.06189,0,0,0.10343,0,0.65112,0.07946,0,0,0,0.00323,0.03684,0,0,0,0,0.24354,0,0,0,0,0,1.57071,0.02198,0,0,0,0,0,0,0,0,0,0,0.56058,0,0.02976,0,0,0,0,0.11484,0,0,0,0,0.00366,0,0.00372,0,0,0,0,0,0,0.98488,0,0,0,0,0.10806,0,0,0,0,0,0,0,0,0.556,0,0,0.03086,0,0,0,0,0,0,0.00437,0.04305,0,0,0,0,0.18271,0.00643,0,0,0,0,0,0,0,0,0,0,0,0,0.77674,0,0,0.15903,0.00501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65522,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques",0,0.294,0.15969,0.02542,2.12035,1.80572,1.32985,0,1.13548,0.56924,0.85461,1.34516,0.79955,0.83136,0.37972,0.02393,0,3.45537,0.98381,3.14666,0.24387,0,4.45631,0,1.20999,1.02499,3.01802,0.15841,2.80412,0,0.32634,0.17088,1.56911,2.17757,3.15179,0,0,0.16035,0,0.01755,1.4308,6.71335,0.29956,0.09187,0,0.26628,2.37244,0.15531,0.23092,0.22728,2.71173,2.31888,1.03347,0.77881,0.47514,0,1.62668,0,2.90321,0,0.12701,0,1.051,0.80634,0.1014,0,0.26898,0,0.53999,0,0.49852,0,0,0,0,0,0.3252,0.22294,2.21114,0.92249,0.03511,0.11915,0,0,0.62233,0.28928,0.2699,0.06538,1.7134,0,0.67392,1.5173,0.00973,1.20985,4.61614,0,0.44715,0,0,2.80636,1.42866,0.70383,2.26204,1.39211,30.67579,0.34999,1.54563,0.41114,2.69845,1.46025,0.23944,17.24133,1.79421,1.1729,1.72208,1.11046,0.21923,1.18832,2.09222,1.1336,0.55614,0.20485,3.21906,1.74887,0.17284,17.38004,0.57425,0.28159,1.36256,8.90267,0.52296,0.08203,0.68339,1.74063,0.31567,1.02574,0.13001,1.38855,0.60537,1.7536,0.59801,1.94951,0.82264,0.7656,2.19846,0.0286,0.27211,6.34826,0.11549,0,8.35639,16.66494,0.00339,0.16247,0.97658,0.40329,1.1337,2.90755,0.76844,0.11245,2.24691,0.45137,0.57489,13.13964,7.33205,0.94804,2.36203,1.92095,5.36623,0,3.49114,0.08055,2.5619,2.32555,0.35029,0.39244,2.79434,0.35027,11.07841,0,2.45904,4.4012,5.37887,3.13271,11.38869,3.14441,1.97023,0.17261,0.43449,1.42161,1.38682,20.3433,0.8356,0.12047,1.17093,0.2804,0.40968,0.66382,0.11887,1.46639
